time,value
2025-03-27T04:48:05.294270179Z,8.623950004577637
2025-03-27T04:48:06.588767999Z,7.867950439453125
2025-03-27T04:48:07.383471846Z,8.245950698852539
2025-03-27T04:48:08.216373902Z,8.706000328063965
2025-03-27T04:48:09.211578617Z,8.794050216674805
2025-03-27T04:48:11.897871325Z,9.280050277709961
2025-03-27T04:48:11.899268366Z,9.064949989318848
2025-03-27T04:48:12.192814297Z,9
2025-03-27T04:48:13.902507607Z,8.887950897216797
2025-03-27T04:48:14.332518076Z,8.830050468444824
2025-03-27T04:48:15.245205417Z,8.814000129699707
2025-03-27T04:48:16.178123093Z,7.846950531005859
2025-03-27T04:48:17.298123164Z,8.878050804138184
2025-03-27T04:48:18.77923665Z,9.05505084991455
2025-03-27T04:48:19.128839614Z,8.461950302124023
2025-03-27T04:48:20.101953028Z,8.689050674438477
2025-03-27T04:48:21.084924374Z,9.079050064086914
2025-03-27T04:48:22.570523311Z,8.789999961853027
2025-03-27T04:48:23.082125903Z,8.668050765991211
2025-03-27T04:48:24.041970892Z,8.707950592041016
2025-03-27T04:48:25.649034488Z,9.034049987792969
2025-03-27T04:48:26.002152946Z,8.36400032043457
2025-03-27T04:48:26.982525897Z,8.36400032043457
2025-03-27T04:48:27.983556717Z,8.602950096130371
2025-03-27T04:48:28.962807557Z,8.668050765991211
2025-03-27T04:48:29.973375095Z,8.857050895690918
2025-03-27T04:48:30.940047664Z,7.909050464630127
2025-03-27T04:48:31.944841753Z,7.89900016784668
2025-03-27T04:48:32.927842706Z,7.930050373077393
2025-03-27T04:48:33.927707837Z,7.9110002517700195
2025-03-27T04:48:34.899875885Z,8.41604995727539
2025-03-27T04:48:35.870045897Z,9.118050575256348
2025-03-27T04:48:36.851788135Z,11.611950874328613
2025-03-27T04:48:37.853520107Z,7.8349504470825195
2025-03-27T04:48:38.837003878Z,7.594950199127197
2025-03-27T04:48:39.821466327Z,8.878050804138184
2025-03-27T04:48:40.813466934Z,8.815950393676758
2025-03-27T04:48:41.782926266Z,9.189000129699707
2025-03-27T04:48:42.813283984Z,8.617050170898438
2025-03-27T04:48:43.794068037Z,10.0489501953125
2025-03-27T04:48:44.730672689Z,9.097949981689453
2025-03-27T04:48:45.729197463Z,9.820950508117676
2025-03-27T04:48:46.695816252Z,8.72700023651123
2025-03-27T04:48:47.702912326Z,9.745050430297852
2025-03-27T04:48:48.678572745Z,9.727950096130371
2025-03-27T04:48:49.661438165Z,9.244050025939941
2025-03-27T04:48:50.654957049Z,10.609050750732422
2025-03-27T04:48:51.643917415Z,5.038950443267822
2025-03-27T04:48:52.623082472Z,8.044950485229492
2025-03-27T04:48:53.662373883Z,10.474950790405273
2025-03-27T04:48:54.592193129Z,9.83595085144043
2025-03-27T04:48:55.574369234Z,9.81195068359375
2025-03-27T04:48:56.575175764Z,10.246950149536133
2025-03-27T04:48:57.553979865Z,9.733050346374512
2025-03-27T04:48:58.542009043Z,10.306950569152832
2025-03-27T04:48:59.520682695Z,9.675000190734863
2025-03-27T04:49:01.857469722Z,9.48900032043457
2025-03-27T04:49:01.859219891Z,9.063000679016113
2025-03-27T04:49:02.481458925Z,9.87405014038086
2025-03-27T04:49:03.466425925Z,8.842050552368164
2025-03-27T04:49:04.453819651Z,9.2920503616333
2025-03-27T04:49:05.43315543Z,9.84000015258789
2025-03-27T04:49:06.413283333Z,9.793050765991211
2025-03-27T04:49:07.39173323Z,9.711000442504883
2025-03-27T04:49:08.55455489Z,9.460050582885742
2025-03-27T04:49:09.36573664Z,9.790050506591797
2025-03-27T04:49:10.34837357Z,8.45205020904541
2025-03-27T04:49:11.345468043Z,9.180000305175781
2025-03-27T04:49:12.319648249Z,9.651000022888184
2025-03-27T04:49:13.30876386Z,9.972000122070312
2025-03-27T04:49:14.29110929Z,8.974050521850586
2025-03-27T04:49:15.279644931Z,8.974050521850586
2025-03-27T04:49:16.271629473Z,10.02495002746582
2025-03-27T04:49:17.271321586Z,6.136950492858887
2025-03-27T04:49:18.247351563Z,10.396050453186035
2025-03-27T04:49:19.230878891Z,8.875950813293457
2025-03-27T04:49:20.20744661Z,8.890050888061523
2025-03-27T04:49:21.217262983Z,9.31605052947998
2025-03-27T04:49:22.1888744Z,7.674000263214111
2025-03-27T04:49:23.187440558Z,5.958000183105469
2025-03-27T04:49:24.164334496Z,6.834000110626221
2025-03-27T04:49:25.138931185Z,8.893050193786621
