time,value
2025-03-27T04:48:05.294270179Z,4.342050075531006
2025-03-27T04:48:06.588767999Z,3.223950147628784
2025-03-27T04:48:07.383471846Z,3.76200008392334
2025-03-27T04:48:08.216373902Z,3.9300003051757812
2025-03-27T04:48:09.211578617Z,3.934950113296509
2025-03-27T04:48:11.897871325Z,3.7770001888275146
2025-03-27T04:48:11.899268366Z,3.889050245285034
2025-03-27T04:48:12.192814297Z,3.7930502891540527
2025-03-27T04:48:13.902507607Z,3.8839502334594727
2025-03-27T04:48:14.332518076Z,3.9870002269744873
2025-03-27T04:48:15.245205417Z,4.083000183105469
2025-03-27T04:48:16.178123093Z,4.540050029754639
2025-03-27T04:48:17.298123164Z,3.312000274658203
2025-03-27T04:48:18.77923665Z,3.882000207901001
2025-03-27T04:48:19.128839614Z,4.369950294494629
2025-03-27T04:48:20.101953028Z,4.047000408172607
2025-03-27T04:48:21.084924374Z,4.069050312042236
2025-03-27T04:48:22.570523311Z,4.138050079345703
2025-03-27T04:48:23.082125903Z,4.11899995803833
2025-03-27T04:48:24.041970892Z,4.071000099182129
2025-03-27T04:48:25.649034488Z,4.107000350952148
2025-03-27T04:48:26.002152946Z,4.096950054168701
2025-03-27T04:48:26.982525897Z,4.096950054168701
2025-03-27T04:48:27.983556717Z,3.9250502586364746
2025-03-27T04:48:28.962807557Z,3.910950183868408
2025-03-27T04:48:29.973375095Z,3.825000286102295
2025-03-27T04:48:30.940047664Z,4.147950172424316
2025-03-27T04:48:31.944841753Z,5.536050319671631
2025-03-27T04:48:32.927842706Z,5.008950233459473
2025-03-27T04:48:33.927707837Z,4.7989501953125
2025-03-27T04:48:34.899875885Z,4.35105037689209
2025-03-27T04:48:35.870045897Z,3.343050241470337
2025-03-27T04:48:36.851788135Z,1.9690500497817993
2025-03-27T04:48:37.853520107Z,3.3600001335144043
2025-03-27T04:48:38.837003878Z,4.413000106811523
2025-03-27T04:48:39.821466327Z,3.6120002269744873
2025-03-27T04:48:40.813466934Z,3.4390501976013184
2025-03-27T04:48:41.782926266Z,3.643050193786621
2025-03-27T04:48:42.813283984Z,3.346050262451172
2025-03-27T04:48:43.794068037Z,2.3620500564575195
2025-03-27T04:48:44.730672689Z,3.0610501766204834
2025-03-27T04:48:45.729197463Z,2.9410500526428223
2025-03-27T04:48:46.695816252Z,3.4489500522613525
2025-03-27T04:48:47.702912326Z,3.1810500621795654
2025-03-27T04:48:48.678572745Z,2.4840002059936523
2025-03-27T04:48:49.661438165Z,2.11995005607605
2025-03-27T04:48:50.654957049Z,5.698950290679932
2025-03-27T04:48:51.643917415Z,5.5980000495910645
2025-03-27T04:48:52.623082472Z,5.562000274658203
2025-03-27T04:48:53.662373883Z,1.651050090789795
2025-03-27T04:48:54.592193129Z,-0.9379500150680542
2025-03-27T04:48:55.574369234Z,-0.8160000443458557
2025-03-27T04:48:56.575175764Z,0.6940500140190125
2025-03-27T04:48:57.553979865Z,-0.3540000021457672
2025-03-27T04:48:58.542009043Z,0.4729500114917755
2025-03-27T04:48:59.520682695Z,0.2440500110387802
2025-03-27T04:49:01.857469722Z,-1.3450500965118408
2025-03-27T04:49:01.859219891Z,-0.07605000585317612
2025-03-27T04:49:02.481458925Z,-0.49995002150535583
2025-03-27T04:49:03.466425925Z,0.7560000419616699
2025-03-27T04:49:04.453819651Z,-1.0860000848770142
2025-03-27T04:49:05.43315543Z,-1.1749500036239624
2025-03-27T04:49:06.413283333Z,-1.1130000352859497
