time,value
2025-03-27T04:48:05.294270179Z,-1.549950122833252
2025-03-27T04:48:06.588767999Z,-1.057050108909607
2025-03-27T04:48:07.383471846Z,-1.3609501123428345
2025-03-27T04:48:08.216373902Z,-1.2580500841140747
2025-03-27T04:48:09.211578617Z,-1.1869500875473022
2025-03-27T04:48:11.897871325Z,-1.024049997329712
2025-03-27T04:48:11.899268366Z,-0.8490000367164612
2025-03-27T04:48:12.192814297Z,-0.8440500497817993
2025-03-27T04:48:13.902507607Z,-0.8850000500679016
2025-03-27T04:48:14.332518076Z,-1.0380001068115234
2025-03-27T04:48:15.245205417Z,-1.075950026512146
2025-03-27T04:48:16.178123093Z,-2.6989500522613525
2025-03-27T04:48:17.298123164Z,-1.8900001049041748
2025-03-27T04:48:18.77923665Z,-3.0270001888275146
2025-03-27T04:48:19.128839614Z,-1.4140501022338867
2025-03-27T04:48:20.101953028Z,-1.5360000133514404
2025-03-27T04:48:21.084924374Z,-1.596000075340271
2025-03-27T04:48:22.570523311Z,-1.366050124168396
2025-03-27T04:48:23.082125903Z,-1.4620500802993774
2025-03-27T04:48:24.041970892Z,-1.4760000705718994
2025-03-27T04:48:25.649034488Z,1.102950096130371
2025-03-27T04:48:26.002152946Z,-3.1780500411987305
2025-03-27T04:48:26.982525897Z,-3.1780500411987305
2025-03-27T04:48:27.983556717Z,-3.015000104904175
2025-03-27T04:48:28.962807557Z,-2.955000162124634
2025-03-27T04:48:29.973375095Z,-2.814000129699707
2025-03-27T04:48:30.940047664Z,-1.4830501079559326
2025-03-27T04:48:31.944841753Z,-1.327950119972229
2025-03-27T04:48:32.927842706Z,-1.6560001373291016
2025-03-27T04:48:33.927707837Z,-3.9300003051757812
2025-03-27T04:48:34.899875885Z,-2.379000186920166
2025-03-27T04:48:35.870045897Z,-1.0999500751495361
2025-03-27T04:48:36.851788135Z,-5.227050304412842
2025-03-27T04:48:37.853520107Z,-2.413950204849243
2025-03-27T04:48:38.837003878Z,-1.974000096321106
2025-03-27T04:48:39.821466327Z,-2.247000217437744
2025-03-27T04:48:40.813466934Z,-2.0149500370025635
2025-03-27T04:48:41.782926266Z,-2.6080501079559326
2025-03-27T04:48:42.813283984Z,-2.428950071334839
2025-03-27T04:48:43.794068037Z,-2.5960500240325928
2025-03-27T04:48:44.730672689Z,-4.810050010681152
2025-03-27T04:48:45.729197463Z,-1.974000096321106
2025-03-27T04:48:46.695816252Z,-0.9180000424385071
2025-03-27T04:48:47.702912326Z,0.37995001673698425
2025-03-27T04:48:48.678572745Z,-1.4089500904083252
2025-03-27T04:48:49.661438165Z,-2.2039501667022705
2025-03-27T04:48:50.654957049Z,-2.6130001544952393
2025-03-27T04:48:51.643917415Z,3.1620001792907715
2025-03-27T04:48:52.623082472Z,-1.1670000553131104
2025-03-27T04:48:53.662373883Z,-1.3399500846862793
2025-03-27T04:48:54.592193129Z,-0.8350500464439392
2025-03-27T04:48:55.574369234Z,-0.8130000233650208
2025-03-27T04:48:56.575175764Z,-1.1050500869750977
2025-03-27T04:48:57.553979865Z,3.283950090408325
2025-03-27T04:48:58.542009043Z,1.1770501136779785
2025-03-27T04:48:59.520682695Z,-1.3300501108169556
2025-03-27T04:49:01.857469722Z,0.21300001442432404
2025-03-27T04:49:01.859219891Z,-0.8059500455856323
2025-03-27T04:49:02.481458925Z,-3.6180002689361572
2025-03-27T04:49:03.466425925Z,-4.054049968719482
2025-03-27T04:49:04.453819651Z,-2.0080502033233643
2025-03-27T04:49:05.43315543Z,0.16500000655651093
2025-03-27T04:49:06.413283333Z,-1.218000054359436
2025-03-27T04:49:07.39173323Z,-1.0690500736236572
2025-03-27T04:49:08.55455489Z,-0.7560000419616699
2025-03-27T04:49:09.36573664Z,-0.8350500464439392
2025-03-27T04:49:10.34837357Z,-3.259050130844116
2025-03-27T04:49:11.345468043Z,-1.5289500951766968
2025-03-27T04:49:12.319648249Z,-0.6430500149726868
2025-03-27T04:49:13.30876386Z,-0.5040000081062317
2025-03-27T04:49:14.29110929Z,0.21000000834465027
2025-03-27T04:49:15.279644931Z,0.21000000834465027
2025-03-27T04:49:16.271629473Z,-2.3809502124786377
2025-03-27T04:49:17.271321586Z,-6.949950218200684
2025-03-27T04:49:18.247351563Z,-4.3630499839782715
2025-03-27T04:49:19.230878891Z,-1.9450501203536987
2025-03-27T04:49:20.20744661Z,-2.067000150680542
